container_id,receptacle_model_id,assignment_date,last_updated_date,group_name,address,city,state,zip,neighborhood,dpw_division,council_district,ward,fire_zone,x,y
169,74,2017-09-20T15:03:18,2022-03-22T01:46:28,4th Division,635 E Warrington Ave,Pittsburgh,Pennsylvania,15210,Allentown,5,3,18,4-21,-79.99598672,40.42171869
170,74,2017-09-20T15:03:18,2022-04-06T01:30:22,4th Division,2100 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,16,4-24,-79.97609377,40.42858331
171,74,2017-09-20T15:03:18,2022-04-06T02:15:27,4th Division,2003 Arlington Ave,Pittsburgh,Pennsylvania,15210,South Side Slopes,3,3,16,4-22,-79.97853938,40.41800182
172,74,2017-09-21T10:50:19,2022-04-06T01:47:20,4th Division,2000 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.97755051,40.42852625
173,74,2017-09-21T10:50:19,2022-04-06T01:40:23,4th Division,1409 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98374,40.42887
174,74,2017-09-21T10:50:19,2022-04-06T02:01:43,4th Division,1827 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.97941,40.42886
175,74,2017-09-21T10:50:19,2022-04-06T01:33:20,4th Division,511 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-2,-79.99474732,40.42877415
176,74,2017-09-21T10:50:19,2022-04-06T01:49:25,5th Division,13 Wabash St,Pittsburgh,Pennsylvania,15220,West End,5,2,20,1-17,-80.03475713,40.44100275
177,74,2017-09-21T10:50:19,2022-04-06T01:57:50,4th Division,1101 Brookline Blvd,Pittsburgh,Pennsylvania,15226,Brookline,5,4,19,4-26,-80.0151711,40.39203422
178,74,2017-09-21T10:50:19,2022-04-05T13:24:30,4th Division,128 Knox Ave,Pittsburgh,Pennsylvania,15210,Knoxville,5,3,30,4-7,-79.99062566,40.41431063
179,74,2017-09-21T10:50:19,2022-04-06T01:36:22,4th Division,2135 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.98671,40.39152
180,74,2017-09-21T10:50:19,2022-03-22T01:46:21,4th Division,1503 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.9893,40.40105
181,74,2017-09-21T10:50:19,2022-04-06T02:00:27,4th Division,128 S 18th St,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98075358,40.42701998
182,74,2017-09-21T10:50:19,2022-04-06T01:57:22,4th Division,2601 Brownsville Rd,Pittsburgh,Pennsylvania,15227,Carrick,3,4,29,4-23,-79.97877541,40.38582354
183,74,2017-09-21T10:50:19,2022-04-06T01:56:25,4th Division,1150 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.99019001,40.40391478
184,74,2017-09-21T10:50:19,2022-04-06T01:50:24,4th Division,2806 Brownsville Rd,Pittsburgh,Pennsylvania,15227,Carrick,3,4,29,4-23,-79.97701,40.38301
186,74,2017-09-21T10:50:20,2022-04-06T12:35:22,4th Division,1900 W Liberty Ave,Pittsburgh,Pennsylvania,15226,Brookline,5,4,19,4-26,-80.018799,40.405087
188,74,2017-09-21T10:50:20,2022-04-06T01:33:20,4th Division,2626 Brownsville Rd,Pittsburgh,Pennsylvania,15227,Carrick,3,4,29,4-23,-79.97804409,40.38457587
190,74,2017-09-21T10:50:20,2022-04-06T01:39:23,4th Division,2361 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.98406884,40.38742048
191,74,2017-09-21T10:50:20,2022-03-22T01:44:23,4th Division,2727 Brownsville Rd,Pittsburgh,Pennsylvania,15227,Carrick,3,4,29,4-23,-79.97736025,40.38356797
192,74,2017-09-21T10:50:20,2022-04-06T01:39:21,4th Division,1401 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98406376,40.42885766
193,74,2017-09-21T10:50:20,2022-04-06T01:35:23,4th Division,2700 Pioneer Ave,Pittsburgh,Pennsylvania,15226,Brookline,5,4,19,4-26,-80.02508,40.39481
194,74,2017-09-21T10:50:20,2022-04-06T01:32:19,4th Division,106 S 18th St,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98073,40.42794
195,74,2017-09-21T10:50:20,2022-04-06T01:45:19,1st Division,400 Cherry Way,Pittsburgh,Pennsylvania,15219,Central Business District,6,6,1,1-4,-79.9989,40.43804
196,74,2017-09-21T10:50:20,2022-04-06T02:01:21,4th Division,2320 Arlington Ave,Pittsburgh,Pennsylvania,15210,Arlington,3,3,16,4-22,-79.9736505,40.41729637
197,74,2017-09-21T10:50:20,2022-04-06T01:44:16,4th Division,1417 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98348094,40.42886974
200,74,2017-09-21T10:50:20,2022-04-06T01:39:21,4th Division,2300 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,16,4-24,-79.97290646,40.42823955
201,74,2017-09-21T10:50:20,2022-04-06T01:39:16,4th Division,1039 Brookline Blvd,Pittsburgh,Pennsylvania,15226,Brookline,5,4,19,4-26,-80.01594,40.39188
202,74,2017-09-21T10:50:20,2022-04-06T10:35:23,4th Division,1914 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.9871,40.395585
203,74,2017-09-21T10:50:20,2022-04-06T01:50:17,4th Division,1802 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.98795831,40.39731077
204,74,2017-09-21T10:50:20,2022-04-06T01:54:24,4th Division,2022 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.98630216,40.39433933
206,74,2017-09-21T10:50:20,2022-04-06T01:42:22,4th Division,1707 Arlington Ave,Pittsburgh,Pennsylvania,15210,South Side Slopes,3,3,17,4-6,-79.98628756,40.41763008
207,74,2017-09-21T10:50:20,2022-04-06T16:35:35,4th Division,1501 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98338,40.42883
208,74,2017-09-21T10:50:20,2022-04-06T02:01:22,4th Division,2401 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,16,4-24,-79.97102462,40.42825708
209,74,2017-09-21T10:50:20,2022-04-06T06:35:22,4th Division,1800 Pioneer Ave,Pittsburgh,Pennsylvania,15226,Brookline,5,4,19,4-26,-80.01500189,40.40546384
210,74,2017-09-21T10:50:20,2022-04-06T01:45:24,4th Division,1300 Breining Street,Pittsburgh,Pennsylvania,15226,Brookline,5,4,19,4-26,-80.01082,40.39223
211,74,2017-09-21T10:50:20,2022-04-06T01:38:21,4th Division,2801 S 18th St,Pittsburgh,Pennsylvania,15210,South Side Slopes,3,3,17,4-6,-79.98647296,40.41788314
212,74,2017-09-21T10:50:21,2022-04-06T12:35:22,4th Division,1117 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98654914,40.42878578
213,74,2017-09-21T10:50:21,2022-04-06T01:48:18,4th Division,570 E Warrington Ave,Pittsburgh,Pennsylvania,15210,Beltzhoover,5,3,18,4-21,-79.99764,40.42157
214,74,2017-09-21T10:50:21,2022-04-06T01:39:30,4th Division,911 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-2,-79.98896955,40.42864375
215,74,2017-09-21T10:50:21,2022-04-06T01:51:18,4th Division,1222 Arlington Ave,Pittsburgh,Pennsylvania,15210,Allentown,5,3,18,4-6,-79.99210003,40.42122326
216,74,2017-09-21T10:50:21,2022-04-06T01:40:16,4th Division,2001 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.97748197,40.4286674
217,74,2017-09-21T10:50:21,2022-04-06T01:35:23,4th Division,2340 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,16,4-24,-79.97131755,40.42816931
218,74,2017-09-21T10:50:21,2022-04-06T01:43:21,4th Division,1324 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98423415,40.42876745
219,74,2017-09-21T10:50:21,2022-04-06T01:49:21,4th Division,300 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Knoxville,5,3,30,4-7,-79.98822884,40.41424587
220,74,2017-09-21T10:50:21,2022-04-06T01:41:18,4th Division,1100 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.99077,40.40499
221,74,2017-09-21T10:50:21,2022-04-06T01:36:52,4th Division,2508 Brownsville Road,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-23,-79.98068,40.38675
222,74,2017-09-21T10:50:21,2022-04-06T01:44:22,4th Division,2317 Arlington Ave,Pittsburgh,Pennsylvania,15210,South Side Slopes,3,3,16,4-22,-79.97364711,40.417429
223,74,2017-09-21T10:50:21,2022-04-06T09:35:25,4th Division,1633 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.98863086,40.39859341
224,74,2017-09-21T10:50:21,2022-04-02T13:23:20,4th Division,1230 Arlington Ave,Pittsburgh,Pennsylvania,15210,Allentown,5,3,18,4-6,-79.99197,40.420959
225,74,2017-09-21T10:50:21,2022-04-06T11:50:26,4th Division,801 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-2,-79.99095183,40.42870557
226,74,2017-09-21T10:50:21,2022-04-06T13:35:21,4th Division,1201 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98631207,40.42879623
227,74,2017-09-21T10:50:21,2022-04-06T14:51:04,4th Division,601 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Knoxville,5,3,30,4-7,-79.99039,40.41049
228,74,2017-09-21T10:50:21,2022-04-06T01:30:16,4th Division,120 Beltzhoover Ave,Pittsburgh,Pennsylvania,15210,Beltzhoover,5,3,18,4-21,-79.99745353,40.42135558
229,74,2017-09-21T10:50:21,2022-04-06T01:38:23,4th Division,1820 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.97963,40.42863
230,74,2017-09-21T10:50:21,2022-04-06T01:36:18,4th Division,1301 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98522788,40.42883944
232,74,2017-09-21T10:50:21,2022-04-06T01:40:17,4th Division,2130 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,16,4-24,-79.97477286,40.42850417
233,74,2017-09-21T10:50:21,2022-04-06T12:30:24,4th Division,1800 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98019,40.42867
234,74,2017-09-21T10:50:21,2022-04-06T01:55:20,4th Division,2400 Arlington Avenue,Pittsburgh,Pennsylvania,15210,Arlington,3,3,16,4-22,-79.97280029,40.41734387
235,74,2017-09-21T10:53:41,2022-04-06T01:39:37,4th Division,300 Beltzhoover Avenue,Pittsburgh,Pennsylvania,15210,Beltzhoover,5,3,18,4-21,-79.99737735,40.42004041
236,74,2017-09-21T10:53:41,2022-04-06T01:51:15,4th Division,54 South 13th Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98539458,40.42884211
237,74,2017-09-21T10:53:41,2022-04-06T13:35:22,4th Division,2439 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-23,-79.98175,40.38694
238,74,2017-09-21T16:27:31,2022-04-06T01:30:22,1st Division,3801 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,27,1-14,-80.03585057,40.48426509
239,74,2017-09-21T16:27:31,2022-04-06T16:35:17,1st Division,929 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,22,1-7,-80.01763705,40.45170562
240,74,2017-09-21T16:27:31,2022-04-06T10:35:24,2nd Division,5230 Penn Avenue,Pittsburgh,Pennsylvania,15224,Bloomfield,2,7,8,3-23,-79.93873258,40.46451228
241,74,2017-09-21T16:27:31,2022-04-06T01:48:25,2nd Division,4801 Centre Ave,Pittsburgh,Pennsylvania,15213,Shadyside,2,8,7,2-23,-79.94733644,40.45323344
242,74,2017-09-21T16:27:31,2022-04-06T01:56:25,2nd Division,5173 Penn Avenue,Pittsburgh,Pennsylvania,15224,Bloomfield,2,7,8,3-23,-79.94016274,40.46457931
244,74,2017-09-21T16:27:31,2022-04-06T01:35:21,2nd Division,5854 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.92924048,40.45725443
245,74,2017-09-21T16:27:31,2022-04-06T12:35:21,1st Division,1018 W North Ave,Pittsburgh,Pennsylvania,15233,Manchester,1,6,21,1-8,-80.02042,40.45322
246,74,2017-09-21T16:27:31,2022-04-06T11:35:21,1st Division,920 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,22,1-7,-80.01743,40.45187
247,74,2017-09-21T16:27:31,2022-04-06T01:59:18,1st Division,947 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,22,1-7,-80.01857,40.45154
248,74,2017-09-21T16:27:31,2022-04-06T10:50:21,1st Division,3639 California Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,27,1-14,-80.04153571,40.48124045
249,74,2017-09-21T16:27:31,2022-04-05T13:28:35,1st Division,3800 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,27,1-14,-80.03571451,40.4842565
250,74,2017-09-21T16:27:31,2022-04-06T01:59:04,1st Division,806 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,22,1-7,-80.0142558,40.45244274
251,74,2017-09-21T16:27:32,2022-04-06T13:30:23,1st Division,820 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,22,1-7,-80.01492568,40.45222978
252,74,2017-09-21T16:27:32,2022-04-06T01:54:17,1st Division,427 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,23,1-6,-80.00069195,40.45341677
253,74,2017-09-21T16:27:32,2022-04-06T01:45:16,1st Division,948 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,22,1-7,-80.018684,40.451625
254,74,2017-09-21T16:27:32,2022-04-06T01:54:18,1st Division,607 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,23,1-6,-79.99894173,40.45377262
255,74,2017-09-21T16:27:32,2022-04-06T01:45:18,1st Division,1549 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,24,1-2,-79.98354,40.46238
256,74,2017-09-21T16:27:32,2022-04-06T01:52:18,1st Division,1706 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,24,1-2,-79.98259,40.46398
258,74,2017-09-21T16:27:32,2022-04-06T01:32:29,1st Division,502 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,23,1-6,-80.00045466,40.45358711
259,74,2017-09-21T16:27:32,2022-04-06T01:44:24,1st Division,1614 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,24,1-2,-79.98303461,40.46313304
260,74,2017-09-21T16:27:32,2022-04-06T02:05:28,1st Division,402 East Ohio Street,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,23,1-6,-80.00146,40.45332
261,74,2017-09-21T16:27:32,2022-04-06T01:49:16,1st Division,519 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,23,1-6,-80.00004863,40.45354321
262,74,2017-09-21T16:27:32,2022-04-06T08:35:16,1st Division,507 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,23,1-6,-80.00023969,40.45351383
263,74,2017-09-21T16:27:32,2022-04-06T01:39:22,1st Division,1619 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,24,1-2,-79.98282347,40.46323169
264,74,2017-09-21T16:27:32,2022-04-06T01:52:28,1st Division,426 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,23,1-6,-80.00075501,40.45352466
265,74,2017-09-21T16:27:32,2022-04-06T08:40:24,1st Division,3615 California Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,27,1-14,-80.041347,40.480562
266,74,2017-09-21T16:27:32,2022-04-06T01:59:21,1st Division,3645 California Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,27,1-14,-80.041684,40.481591
267,74,2017-09-21T16:27:32,2022-04-06T01:52:23,1st Division,3713 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,27,1-14,-80.03550997,40.48311361
268,74,2017-09-21T16:27:32,2022-04-06T01:38:33,1st Division,541 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,23,1-6,-79.99929315,40.45370863
269,74,2017-09-21T16:27:32,2022-04-06T01:38:48,4th Division,736 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Knoxville,5,3,30,4-7,-79.99114653,40.40886635
270,74,2017-09-21T16:27:32,2022-04-06T01:50:22,4th Division,2100 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,16,4-24,-79.97618522,40.4284604
271,74,2017-09-21T16:27:32,2022-04-06T01:42:21,4th Division,2222 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,16,4-24,-79.97373473,40.42831536
272,74,2017-09-21T16:27:32,2022-04-06T01:33:21,4th Division,2533 Pioneer Ave,Pittsburgh,Pennsylvania,15226,Brookline,5,4,19,4-26,-80.02319079,40.39720327
273,74,2017-09-21T16:27:32,2022-04-06T01:56:23,4th Division,1530 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.98918306,40.39996092
274,74,2017-09-21T16:27:33,2022-04-06T01:58:16,4th Division,2528 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,16,4-24,-79.96828,40.42735
275,74,2017-09-21T16:27:33,2022-04-06T01:59:21,4th Division,1938 S 18th St,Pittsburgh,Pennsylvania,15203,South Side Slopes,3,3,17,4-3,-79.97778631,40.42400912
276,74,2017-09-21T16:27:33,2022-04-06T01:51:22,4th Division,1100 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98743,40.42875
277,74,2017-09-21T16:27:33,2022-04-06T01:34:21,4th Division,2028 S 18th St,Pittsburgh,Pennsylvania,15203,South Side Slopes,3,3,17,4-3,-79.97932,40.42157
278,74,2017-09-21T16:27:33,2022-04-06T01:41:21,4th Division,2026 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.97636677,40.42845378
279,74,2017-09-21T16:27:33,2022-04-06T10:30:21,4th Division,153 S 18th St,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.9808622,40.42612533
280,74,2017-09-21T16:27:33,2022-04-06T01:51:18,4th Division,601 Brownsville Road,Pittsburgh,Pennsylvania,15210,Knoxville,5,3,30,4-7,-79.99028,40.41074
281,74,2017-09-21T16:27:33,2022-04-06T01:35:20,4th Division,1734 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,3,3,17,4-24,-79.98069923,40.4286895
282,74,2017-09-21T16:27:33,2022-04-05T13:08:38,4th Division,2116 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,3,4,29,4-12,-79.98669,40.3927
283,74,2017-09-21T16:27:33,2022-04-06T01:35:21,4th Division,2523 S 18th St,Pittsburgh,Pennsylvania,15210,South Side Slopes,3,3,17,4-6,-79.98459934,40.42134905
286,74,2017-09-22T15:33:41,2022-04-06T10:35:24,2nd Division,5115 Coral Street,Pittsburgh,Pennsylvania,15224,Bloomfield,2,7,8,3-6,-79.94282075,40.4643974
288,74,2017-09-29T09:56:14,2022-04-06T14:50:27,2nd Division,5724 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.93160597,40.45527259
289,74,2017-09-22T15:33:41,2022-04-06T01:51:35,1st Division,10 Childrens Way,Pittsburgh,Pennsylvania,15212,Allegheny Center,1,1,22,1-6,-80.006477,40.452218
290,74,2017-09-22T15:33:41,2022-04-06T12:55:18,3rd Division,806 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Bluff,6,6,1,2-4,-79.99243757,40.43880694
291,74,2017-09-22T15:33:41,2022-04-06T01:46:16,1st Division,806 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,22,1-7,-80.01420761,40.45233636
292,74,2017-09-22T15:33:41,2022-04-06T01:55:21,4th Division,814 Brookline Blvd,Pittsburgh,Pennsylvania,15226,Brookline,5,4,19,4-26,-80.01994927,40.39360033
293,74,2017-09-22T15:33:41,2022-04-06T06:35:25,2nd Division,5400 Penn Avenue,Pittsburgh,Pennsylvania,15224,Bloomfield,2,7,8,3-23,-79.93663887,40.46462117
296,74,2017-09-22T15:33:41,2022-04-06T16:35:16,2nd Division,5724 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.93171927,40.4553318
297,74,2017-09-22T15:33:41,2022-04-06T01:44:22,2nd Division,5819 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.93033629,40.45655239
298,74,2017-09-22T15:33:41,2022-04-06T01:33:34,2nd Division,1801 Chislett Street,Pittsburgh,Pennsylvania,15206,Morningside,2,7,10,3-7,-79.92579201,40.48550878
301,74,2017-09-22T15:33:41,2022-04-06T01:50:21,3rd Division,3445 Ward Street,Pittsburgh,Pennsylvania,15213,Central Oakland,3,3,4,2-11,-79.95433364,40.43608744
303,74,2017-09-22T15:33:41,2022-04-06T01:42:21,3rd Division,1304 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Bluff,3,6,1,2-4,-79.98810961,40.43863268
304,74,2017-09-22T15:33:41,2022-04-06T01:50:26,2nd Division,5215 Centre Ave,Pittsburgh,Pennsylvania,15224,Bloomfield,2,7,8,3-1,-79.94147783,40.45515357
305,74,2017-09-22T15:33:41,2022-04-06T01:48:22,2nd Division,5901 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.92716072,40.45837599
308,74,2017-09-22T15:33:41,2022-04-06T01:53:37,2nd Division,5941 Penn Avenue,Pittsburgh,Pennsylvania,15206,East Liberty,2,9,11,3-8,-79.92528113,40.4616818
309,74,2017-09-22T15:33:41,2022-04-06T01:56:30,2nd Division,5752 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.93082793,40.45601752
310,74,2017-09-22T15:33:41,2022-04-06T01:58:53,2nd Division,5849 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.92944207,40.45712522
311,74,2017-09-22T15:33:41,2022-04-06T07:30:20,3rd Division,1030 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Bluff,3,6,1,2-4,-79.98981687,40.43869522
312,74,2017-09-22T15:33:41,2022-04-06T09:35:23,2nd Division,5901 Bryant Street,Pittsburgh,Pennsylvania,15206,Highland Park,2,7,11,3-9,-79.91961842,40.47572417
313,74,2017-09-22T15:33:42,2022-04-06T11:40:22,3rd Division,1420 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Bluff,3,6,1,2-4,-79.98565933,40.43852387
315,74,2017-09-22T15:33:42,2022-04-06T01:56:04,4th Division,301 Charles Street,Pittsburgh,Pennsylvania,15210,Knoxville,5,3,30,4-21,-79.99319676,40.41656069
316,74,2017-09-22T15:33:42,2022-04-06T01:34:35,2nd Division,7106 Edgerton Avenue,Pittsburgh,Pennsylvania,15208,Point Breeze,3,9,14,3-14,-79.90582587,40.44628349
317,74,2017-09-22T15:33:42,2022-04-06T01:53:32,2nd Division,5850 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.92937474,40.45701218
318,74,2017-09-22T15:33:42,2022-04-06T01:43:19,2nd Division,5430 Penn Avenue,Pittsburgh,Pennsylvania,15206,Bloomfield,2,9,8,3-23,-79.93524198,40.46469395
319,74,2017-09-22T15:33:42,2022-04-06T01:34:18,2nd Division,5743 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.93123186,40.45578644
320,74,2017-09-22T15:33:42,2022-04-06T07:35:23,2nd Division,6519 Penn Avenue,Pittsburgh,Pennsylvania,15206,Larimer,2,9,12,3-13,-79.91556131,40.45630028
322,74,2017-09-22T15:33:42,2022-04-06T01:34:21,2nd Division,6235 Penn Avenue,Pittsburgh,Pennsylvania,15206,East Liberty,2,9,8,3-8,-79.92396402,40.46105829
324,74,2017-09-22T15:33:42,2022-04-06T01:39:21,2nd Division,5883 Ellsworth Avenue,Pittsburgh,Pennsylvania,15206,Shadyside,2,8,7,3-11,-79.92815,40.45793
325,74,2017-09-22T15:33:42,2022-04-06T10:35:22,2nd Division,5890 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,2,8,7,3-11,-79.92789136,40.45794831
327,74,2017-09-22T15:33:42,2022-04-06T07:35:32,1st Division,3625 California Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,27,1-14,-80.04144347,40.48094435
328,74,2017-09-26T12:36:24,2022-04-06T01:31:19,5th Division,1197 West Carson Street,Pittsburgh,Pennsylvania,15219,South Shore,5,2,19,4-2,-80.01710711,40.43987283
329,74,2017-09-26T12:36:25,2022-04-06T01:43:52,5th Division,113 Merrimac Street,Pittsburgh,Pennsylvania,15211,Mount Washington,5,2,19,4-1,-80.0130609,40.43517314
330,74,2017-09-26T12:36:25,2022-04-06T01:37:25,5th Division,720 Sherwood Ave,Pittsburgh,Pennsylvania,15204,Sheraden,5,2,20,1-16,-80.05655538,40.4550128
331,74,2017-09-26T12:36:25,2022-04-06T02:02:27,5th Division,1437 E Steuben St,Pittsburgh,Pennsylvania,15205,Crafton Heights,5,2,28,1-17,-80.052891,40.443015
332,74,2017-09-26T12:36:25,2022-04-06T01:33:51,5th Division,1338 Chartiers Ave,Pittsburgh,Pennsylvania,15220,Elliott,5,2,20,1-17,-80.044382,40.448886
333,74,2017-09-26T12:36:25,2022-04-06T01:52:24,5th Division,3131 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Sheraden,5,2,20,1-16,-80.06218039,40.45339523
334,74,2017-09-26T12:36:25,2022-04-06T01:36:23,5th Division,2827 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Sheraden,5,2,20,1-16,-80.05480887,40.45334168
335,74,2017-09-26T12:36:25,2022-04-06T01:57:25,5th Division,1607 Broadway Ave,Pittsburgh,Pennsylvania,15216,Beechview,5,4,19,4-28,-80.02456487,40.41027109
336,74,2017-09-26T12:36:25,2022-04-06T01:32:24,5th Division,2601 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Crafton Heights,5,2,20,1-16,-80.05055468,40.45134893
337,74,2017-09-26T12:36:25,2022-04-06T01:53:28,5th Division,2625 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Crafton Heights,5,2,20,1-16,-80.05280538,40.45211616
338,74,2017-09-26T12:36:25,2022-04-06T01:47:31,5th Division,2269 Noblestown Road,Pittsburgh,Pennsylvania,15205,Westwood,5,2,28,1-18,-80.05375,40.42817
339,74,2017-09-26T12:36:25,2022-03-22T02:15:21,5th Division,1942 Broadway Ave,Pittsburgh,Pennsylvania,15216,Beechview,5,2,20,4-28,-80.02837601,40.40652623
